1028080	4679453	4
1028080	4744557	1
1028080	3038588	2
1028080	212172	0
1028080	4866160	0
1028080	7624302	0
1028080	5569540	0
1028080	2577133	0
1028080	2491825	0
1028080	346413	0
1028080	6607119	1
1028080	4032340	0
1028080	5720735	0
1028080	2554951	0
1028080	324172	0
1028080	234944	0
1028080	8524938	0
1028080	1401707	0
1028080	4453570	0
1028080	2651815	0
1028080	7961757	0
1028080	4540487	3
1028080	2667110	0
1028080	2365750	0
1028080	4267387	0
1028080	7122109	0
1028080	8484508	0
1028080	3261751	3
1028080	6019624	0
1028080	8794469	0
1028080	4832843	4
1028080	5569547	0
1028080	6709080	0
1028080	8524944	0
1028080	3353375	1
1028080	5108432	0
1028080	3298198	0
1028080	4229664	0
1028080	4616544	0
1028080	565922	0
1028080	8709817	0
1028080	7334656	0
1028080	5302982	0
1028080	2555294	4
1028080	2439013	0
1028080	7479733	4
1028080	2734618	0
1028080	7717079	0
1028080	4390364	0
1028080	7532702	3
1028080	5084950	0
1028080	6835814	0
1028080	8325241	0
1028080	4913727	0
1028080	2814833	0
1028080	4162405	0
1028080	6447479	0
1028080	8739004	0
1028080	1669036	3
1028080	8185661	0
1028080	3293258	0
1028080	4336672	0
1028080	6533888	0
1028080	6611334	0
1028080	3307585	0
1028080	8741691	3
1028080	1616301	0
1028080	2863549	4
1028080	1429944	0
1028080	7857655	0
1028080	7967759	0
1028080	7910533	0
1028080	8277106	0
1028080	4879677	0
1028080	3032090	0
1028080	1055288	0
1028080	2133170	0
1028080	8554109	0
1028080	2831456	0
1028080	4879678	0
1028080	4312002	0
1028080	5537482	0
1028080	8205946	0
1028080	8789275	1
1028080	2667106	0
1028080	7181361	0
1028080	4679451	4
1028080	6297809	0
1028080	8739007	0
1028080	3098974	1
1028080	5863974	0
1028080	4898171	0
1028080	2560218	2
1028080	4674805	1
1028080	1252573	0
1028080	4146834	0
1028080	3708298	0
1028080	4429649	0
1028080	2350699	1
1028080	5214772	1
1028080	7237537	0
1028080	4426639	0
1028080	7967765	0
1043746	2983152	4
1043746	2974270	0
1043746	5377635	1
1043746	2935927	4
1043746	3257853	0
1043746	1324846	0
1043746	8387470	0
1043746	6332726	0
1043746	6074444	0
1043746	8060500	0
1043746	8404687	0
1043746	8818433	0
1043746	2637308	0
1043746	5606819	0
1043746	2099888	0
1043746	8641265	0
1043746	3742127	0
1043746	4689038	2
1043746	23335	3
1043746	3240735	0
1043746	2506013	4
1043746	6814941	0
1043746	851213	0
1043746	6798177	0
1043746	2852018	0
1043746	2906976	0
1043746	942922	0
1043746	7885787	0
1043746	3154228	0
1043746	2415726	0
1043746	2506022	4
1043746	702632	0
1043746	4772932	0
1043746	1845014	0
1043746	8769624	1
1043746	4601498	0
1043746	7639804	0
1043746	6190782	0
1043746	5503215	4
1043746	7786844	0
1043746	4200440	0
1043746	6588409	0
1043746	6413651	0
1043746	7836701	0
1043746	3189010	0
1043746	5144422	0
1043746	2686140	4
1043746	4227069	0
1043746	4475716	0
1043746	23339	4
1043746	8470642	0
1043746	7895793	0
1043746	2451127	0
1043746	1215240	0
1043746	836734	0
1043746	2754218	4
1043746	7411952	0
1043746	2411301	0
1043746	7851850	0
1043746	313063	0
1043746	3671076	0
1043746	61352	0
1043746	2842723	0
1043746	6117205	0
1043746	1943177	2
1043746	2403842	0
1043746	7106901	0
1043746	5730432	2
1043746	644424	0
1043746	6218305	0
1043746	6680318	0
1043746	5329731	0
1043746	1849164	0
1043746	3786588	0
1043746	139105	0
1043746	4306508	0
1043746	738346	0
1043746	1343304	0
1043746	1242125	0
1043746	4637358	0
1043746	1242131	2
1043746	3355306	0
1043746	1181243	0
1043746	4405909	0
1043746	1094036	0
1043746	245801	0
1043746	4932995	0
1043746	5935831	1
1043746	3881440	0
1043746	2793297	3
1043746	4304561	0
1043746	7449579	0
1043746	6770692	0
591492	63345	0
591492	123989	0
591492	4786527	0
591492	6805753	0
591492	8682837	0
591492	68851	0
591492	1481269	0
591492	1668094	0
591492	825922	0
591492	5217679	0
591492	3927506	0
591492	7604425	0
591492	4155444	0
591492	795649	0
591492	4507550	0
591492	4269018	0
591492	1649895	0
591492	4519790	0
591492	5015763	1
591492	7823259	0
591492	3608621	0
591492	2493186	0
591492	7242298	0
591492	729384	0
591492	2555480	0
591492	778570	0
591492	5635189	0
591492	7604418	0
591492	7604417	0
591492	985420	1
591492	1322140	0
591492	5531129	0
591492	3754474	0
591492	4522473	0
591492	1011229	0
591492	8290207	0
591492	7589129	1
591492	5162666	0
591492	6672557	0
591492	3035408	0
591492	1927005	0
591492	1967269	0
591492	1520046	0
591492	706020	0
591492	4182015	1
591492	4957059	0
591492	7999665	1
591492	2129576	0
591492	6397633	1
591492	6162373	0
591492	5780639	0
591492	3226128	0
591492	3178949	0
591492	2959410	0
591492	1364257	0
591492	4735300	0
591492	843253	0
591492	6495311	0
591492	1927007	0
591492	6271277	0
591492	7999614	0
591492	3157597	0
591492	1970548	0
591492	2344732	0
591492	2254571	0
591492	7687751	0
591492	4526366	0
591492	2460066	0
591492	1436374	0
591492	207849	0
591492	5373167	0
591492	374682	0
591492	3309764	0
591492	5133938	0
591492	571684	0
591492	8502143	0
591492	1442253	0
591492	2565173	0
591492	5552941	0
591492	1044640	0
591492	3882812	0
591492	3684992	0
591492	709041	0
591492	7053498	0
591492	3984183	0
634252	4251777	4
634252	3907840	0
634252	1791460	0
634252	5567101	0
634252	6217615	0
634252	8759819	0
634252	7796586	0
